organization_type,country_code,city_name,stat_date(周),Daily Orders,R Burn / GMV,B2C / GMV,TED / GMV,Traffic,Shop Enter UV,B P1*P2,B Cancel Rate,AOP,ASP
CKA,MX,Colima,2024-12-02 / 2024-12-08,125,3.25%,0.016700000000000000,0.089200000000000000,95395,6134,0.95%,0.89%,277.5759000000000,252.8074000000000
CKA,MX,San Luis Potosi,2024-12-02 / 2024-12-08,679,12.64%,0.019700000000000000,0.178500000000000000,341671,24298,1.48%,1.15%,253.3691000000000,208.1315000000000
CKA,MX,Monclova,2024-12-02 / 2024-12-08,0,-,-,-,0,0,-,-,-,-
CKA,MX,Queretaro,2024-12-02 / 2024-12-08,1386,21.82%,0.039600000000000000,0.293600000000000000,752384,50205,1.34%,0.97%,311.1692000000000,219.8239000000000
CKA,MX,Reynosa,2024-12-02 / 2024-12-08,0,-,-,-,0,0,-,-,-,-
CKA,MX,Merida,2024-12-02 / 2024-12-08,964,20.92%,0.069700000000000000,0.307500000000000000,541166,39721,1.31%,0.79%,283.7232000000000,196.4783000000000
CKA,MX,San Miguel de Allende,2024-12-02 / 2024-12-08,0,-,-,-,0,0,-,-,-,-
CKA,MX,Nuevo Laredo,2024-12-02 / 2024-12-08,49,9.77%,0.015800000000000000,0.170000000000000000,59214,3358,0.67%,0.80%,363.7031000000000,301.8819000000000
CKA,MX,Pachuca,2024-12-02 / 2024-12-08,247,18.41%,0.024800000000000000,0.239500000000000000,140580,9382,1.33%,0.93%,279.6439000000000,212.6682000000000
CKA,MX,Jaurez CHIH,2024-12-02 / 2024-12-08,3936,20.52%,0.017000000000000000,0.266700000000000000,1725682,130374,1.69%,0.63%,375.4400000000000,275.3124000000000
CKA,MX,Matamoros,2024-12-02 / 2024-12-08,207,5.97%,0.014300000000000000,0.111800000000000000,253885,14599,0.72%,1.25%,300.6372000000000,267.0405000000000
CKA,MX,Valles City,2024-12-02 / 2024-12-08,-,-,-,-,-,-,-,-,-,-
CKA,MX,Ensenada,2024-12-02 / 2024-12-08,673,15.47%,0.013400000000000000,0.196100000000000000,318866,20564,1.54%,0.91%,283.3940000000000,227.8176000000000
CKA,MX,Tuxtla Gutierrez,2024-12-02 / 2024-12-08,397,11.78%,0.039600000000000000,0.198700000000000000,255941,14653,1.13%,1.33%,275.9505000000000,221.1083000000000
CKA,MX,Carmen,2024-12-02 / 2024-12-08,11,0.00%,0.016200000000000000,0.060400000000000000,12922,918,0.59%,0.00%,305.5560000000000,287.1029000000000
CKA,MX,Mazatlan,2024-12-02 / 2024-12-08,628,11.14%,0.014500000000000000,0.152600000000000000,284138,20324,1.59%,0.72%,261.3543000000000,221.4786000000000
CKA,MX,La Paz,2024-12-02 / 2024-12-08,120,9.49%,0.014800000000000000,0.141000000000000000,74061,5075,1.17%,0.70%,297.5817000000000,255.6232000000000
CKA,MX,Nogales(SON),2024-12-02 / 2024-12-08,0,-,-,-,21,1,0.00%,-,-,-
CKA,MX,Guaymas,2024-12-02 / 2024-12-08,0,-,-,-,0,0,-,-,-,-
CKA,MX,Las Choapas,2024-12-02 / 2024-12-08,13,6.79%,0.010000000000000000,0.134800000000000000,7462,668,1.39%,0.00%,290.6215000000000,251.4504000000000
CKA,MX,Torreon,2024-12-02 / 2024-12-08,946,17.08%,0.044400000000000000,0.257300000000000000,488378,33227,1.52%,0.96%,248.1482000000000,184.3042000000000
CKA,MX,Guadalajara,2024-12-02 / 2024-12-08,9128,16.89%,0.043000000000000000,0.243000000000000000,4350176,289730,1.53%,0.75%,265.3448000000000,200.8578000000000
CKA,CO,Manizales,2024-12-02 / 2024-12-08,0,-,-,-,0,0,-,-,-,-
CKA,CO,Ibagué,2024-12-02 / 2024-12-08,0,-,-,-,0,0,-,-,-,-
CKA,CO,Cali,2024-12-02 / 2024-12-08,1821,22.95%,0.045100000000000000,0.323200000000000000,1486815,91914,0.93%,1.04%,53063.5189000000000,35912.6326000000000
CKA,CO,Valledupar,2024-12-02 / 2024-12-08,0,-,-,-,0,0,-,-,-,-
CKA,CO,"Bogotá, D.C.",2024-12-02 / 2024-12-08,8606,26.39%,0.045300000000000000,0.375300000000000000,5379474,308389,1.19%,0.93%,52114.0932000000000,32553.5751000000000
CKA,CO,Pereira,2024-12-02 / 2024-12-08,0,-,-,-,0,0,-,-,-,-
CKA,CO,Cúcuta,2024-12-02 / 2024-12-08,2,0.00%,0E-18,0.197500000000000000,12988,412,0.15%,0.00%,27822.4706000000000,22326.4118000000000
CKA,CO,Cartagena,2024-12-02 / 2024-12-08,107,16.50%,0.139400000000000000,0.395300000000000000,95332,6320,1.01%,0.96%,44645.5315000000000,26997.0107000000000
CKA,CO,Barranquilla,2024-12-02 / 2024-12-08,978,21.19%,0.046600000000000000,0.321500000000000000,817762,54720,0.92%,1.01%,46512.2393000000000,31557.8487000000000
CKA,CO,Santa marta,2024-12-02 / 2024-12-08,-,-,-,-,-,-,-,-,-,-
CKA,CO,Villavicencio,2024-12-02 / 2024-12-08,0,-,-,-,0,0,-,-,-,-
CKA,CO,Bucaramanga,2024-12-02 / 2024-12-08,320,21.13%,0.029500000000000000,0.325000000000000000,185029,14104,1.31%,1.16%,38533.9973000000000,26010.9169000000000
CKA,CO,Medellín,2024-12-02 / 2024-12-08,6263,22.81%,0.066100000000000000,0.364400000000000000,3873448,252018,1.21%,0.81%,55070.3642000000000,35002.7854000000000
CKA,PE,Trujillo,2024-12-02 / 2024-12-08,-,-,-,-,-,-,-,-,-,-
CKA,PE,Arequipa,2024-12-02 / 2024-12-08,-,-,-,-,-,-,-,-,-,-
CKA,PE,Lima,2024-12-02 / 2024-12-08,1613,29.22%,0.046000000000000000,0.393800000000000000,1368778,84743,0.88%,1.08%,56.8970000000000,34.4894000000000
CKA,CR,Limon,2024-12-02 / 2024-12-08,-,-,-,-,-,-,-,-,-,-
CKA,CR,San Jose,2024-12-02 / 2024-12-08,2499,21.79%,0.031400000000000000,0.281900000000000000,1550219,99319,1.20%,1.48%,9230.2448000000000,6628.0921000000000
CKA,CR,Liberia,2024-12-02 / 2024-12-08,-,-,-,-,-,-,-,-,-,-
CKA,MX,Chetumal,2024-11-25 / 2024-12-01,8,3.47%,0E-18,0.073000000000000000,6537,618,0.92%,8.06%,296.5843000000000,274.9414000000000
CKA,MX,Los Cabos,2024-11-25 / 2024-12-01,172,7.71%,0.014600000000000000,0.144400000000000000,91670,5907,1.39%,0.73%,345.0029000000000,295.1874000000000
CKA,MX,Culiacan,2024-11-25 / 2024-12-01,2156,16.75%,0.044300000000000000,0.244800000000000000,1185896,83669,1.39%,1.06%,299.1307000000000,225.9151000000000
CKA,MX,Oaxaca,2024-11-25 / 2024-12-01,1022,25.41%,0.032300000000000000,0.305300000000000000,413804,28908,1.76%,0.40%,267.2895000000000,185.6801000000000
CKA,MX,Navojoa,2024-11-25 / 2024-12-01,32,6.32%,0.023300000000000000,0.145400000000000000,20882,1423,1.13%,1.76%,233.8580000000000,199.8445000000000
CKA,MX,Zamora,2024-11-25 / 2024-12-01,0,-,-,-,0,0,-,-,-,-
CKA,MX,Irapuato,2024-11-25 / 2024-12-01,115,3.57%,0.002200000000000000,0.066300000000000000,77001,4626,1.09%,0.96%,261.7107000000000,244.3655000000000
CKA,MX,Las Choapas,2024-11-25 / 2024-12-01,15,8.52%,0E-18,0.134200000000000000,7561,744,1.49%,0.90%,303.6307000000000,262.8954000000000
CKA,MX,Los Mochis-Guasave,2024-11-25 / 2024-12-01,422,16.16%,0.029400000000000000,0.222800000000000000,241818,15682,1.27%,0.56%,278.6209000000000,216.5321000000000
CKA,MX,Puebla,2024-11-25 / 2024-12-01,2583,24.77%,0.046300000000000000,0.320000000000000000,1407962,95498,1.36%,0.70%,264.6310000000000,179.9565000000000
CKA,MX,Veracruz,2024-11-25 / 2024-12-01,494,19.56%,0.030600000000000000,0.260000000000000000,296817,19599,1.21%,0.91%,255.3184000000000,188.9363000000000
CKA,MX,Puerto Vallarta,2024-11-25 / 2024-12-01,121,2.95%,0.003100000000000000,0.064900000000000000,49356,3716,1.79%,0.58%,272.9418000000000,255.2317000000000
CKA,MX,Nuevo Laredo,2024-11-25 / 2024-12-01,53,10.02%,0.011500000000000000,0.159900000000000000,55144,2735,0.70%,0.27%,357.6614000000000,300.4655000000000
CKA,MX,San Luis Potosi,2024-11-25 / 2024-12-01,684,12.74%,0.013600000000000000,0.174400000000000000,345509,23666,1.45%,0.85%,246.0541000000000,203.1315000000000
CKA,MX,Cuernavaca,2024-11-25 / 2024-12-01,986,27.39%,0.021600000000000000,0.318400000000000000,563140,37513,1.27%,0.54%,297.0373000000000,202.4622000000000
CKA,MX,Zacatecas,2024-11-25 / 2024-12-01,203,6.73%,0.035800000000000000,0.137200000000000000,98378,7518,1.55%,1.61%,232.5165000000000,200.6100000000000
CKA,MX,San Cristobal de las Casas,2024-11-25 / 2024-12-01,29,2.15%,0.004300000000000000,0.064900000000000000,24256,1462,0.87%,1.92%,278.8445000000000,260.7364000000000
CKA,MX,Guadalajara,2024-11-25 / 2024-12-01,9028,16.38%,0.041500000000000000,0.238300000000000000,4370270,295456,1.51%,0.74%,264.0471000000000,201.1206000000000
CKA,MX,Mexico City,2024-11-25 / 2024-12-01,14031,20.88%,0.045600000000000000,0.293300000000000000,8958406,577259,1.15%,0.70%,309.0579000000000,218.4101000000000
CKA,MX,Celaya,2024-11-25 / 2024-12-01,260,19.63%,0.010700000000000000,0.235500000000000000,158487,10306,1.19%,0.48%,311.3033000000000,237.9886000000000
CKA,MX,Tehuacan,2024-11-25 / 2024-12-01,52,22.86%,0.057800000000000000,0.328200000000000000,26102,1834,1.43%,0.54%,278.9181000000000,187.3750000000000
CKA,MX,La Paz,2024-11-25 / 2024-12-01,135,10.89%,0.017100000000000000,0.153200000000000000,82203,5513,1.20%,0.73%,306.3131000000000,259.3956000000000
CKA,MX,Piedras Negras,2024-11-25 / 2024-12-01,-,-,-,-,-,-,-,-,-,-
CKA,MX,Valles City,2024-11-25 / 2024-12-01,-,-,-,-,-,-,-,-,-,-
CKA,MX,Toluca,2024-11-25 / 2024-12-01,1084,20.77%,0.019600000000000000,0.259800000000000000,748269,48463,1.07%,1.10%,278.6281000000000,206.2366000000000
CKA,MX,Aguascalientes,2024-11-25 / 2024-12-01,629,26.21%,0.010100000000000000,0.301000000000000000,370424,24315,1.24%,0.80%,281.4679000000000,196.7417000000000
CKA,MX,Tijuana,2024-11-25 / 2024-12-01,1711,16.64%,0.014100000000000000,0.219800000000000000,1057126,68428,1.23%,1.20%,325.5984000000000,254.0185000000000
CKA,MX,Ciudad Obregon,2024-11-25 / 2024-12-01,631,17.31%,0.019500000000000000,0.224700000000000000,314182,21686,1.46%,0.47%,268.1321000000000,207.8834000000000
CKA,MX,Tlaxcala,2024-11-25 / 2024-12-01,49,16.67%,0.026300000000000000,0.226100000000000000,44783,2927,0.83%,1.94%,313.4200000000000,242.5596000000000
CKA,MX,Manzanillo,2024-11-25 / 2024-12-01,150,5.72%,0.012300000000000000,0.116300000000000000,46117,4051,2.37%,1.12%,304.7958000000000,269.3369000000000
CKA,MX,Jaurez CHIH,2024-11-25 / 2024-12-01,3822,21.00%,0.012700000000000000,0.263700000000000000,1646552,120759,1.71%,0.52%,364.1812000000000,268.1420000000000
CKA,MX,Saltillo,2024-11-25 / 2024-12-01,720,13.55%,0.010800000000000000,0.194300000000000000,546235,31846,0.99%,1.22%,315.7880000000000,254.4230000000000
CKA,MX,Mexicali,2024-11-25 / 2024-12-01,3967,17.17%,0.025200000000000000,0.228700000000000000,1487588,115184,1.92%,0.45%,309.7445000000000,238.9024000000000
CKA,MX,Coatzacoalcos,2024-11-25 / 2024-12-01,53,13.41%,0.022100000000000000,0.187800000000000000,40664,3152,0.97%,0.53%,352.7718000000000,286.5342000000000
CKA,MX,Chilpancingo de los Bravo,2024-11-25 / 2024-12-01,-,-,-,-,-,-,-,-,-,-
CKA,MX,Tepic,2024-11-25 / 2024-12-01,692,17.95%,0.018400000000000000,0.225700000000000000,306100,21592,1.64%,0.61%,271.6226000000000,210.3283000000000
CKA,MX,Hermosillo,2024-11-25 / 2024-12-01,1320,18.90%,0.031700000000000000,0.241700000000000000,629080,44581,1.57%,0.95%,280.1587000000000,212.4411000000000
CKA,MX,Torreon,2024-11-25 / 2024-12-01,1020,17.60%,0.039000000000000000,0.256700000000000000,492931,32678,1.54%,0.81%,244.5474000000000,181.7765000000000
CKA,MX,Durango,2024-11-25 / 2024-12-01,1656,19.93%,0.024600000000000000,0.243400000000000000,804058,55742,1.51%,0.81%,283.0988000000000,214.1797000000000
CKA,MX,Leon,2024-11-25 / 2024-12-01,906,27.18%,0.044000000000000000,0.357200000000000000,427543,31333,1.56%,0.84%,312.7928000000000,201.0655000000000
CKA,MX,Delicias,2024-11-25 / 2024-12-01,44,12.09%,0.033600000000000000,0.190900000000000000,29445,1560,1.07%,0.00%,283.3384000000000,229.2591000000000
CKA,MX,Poza Rica de Hidalgo,2024-11-25 / 2024-12-01,12,19.96%,0.019400000000000000,0.260500000000000000,14123,836,0.66%,3.33%,291.9832000000000,215.9126000000000
CKA,MX,Reynosa,2024-11-25 / 2024-12-01,0,-,-,-,0,0,-,-,-,-
CKA,MX,Matamoros,2024-11-25 / 2024-12-01,264,5.48%,0.004800000000000000,0.090500000000000000,219477,12672,0.88%,0.36%,286.0841000000000,260.1984000000000
CKA,MX,Mazatlan,2024-11-25 / 2024-12-01,641,12.36%,0.009500000000000000,0.161200000000000000,297815,21246,1.55%,0.68%,262.0229000000000,219.7874000000000
CKA,MX,San Miguel de Allende,2024-11-25 / 2024-12-01,0,-,-,-,0,0,-,-,-,-
CKA,MX,Tapachula,2024-11-25 / 2024-12-01,5,0.00%,0E-18,0.060000000000000000,11033,478,0.32%,0.00%,224.4624000000000,211.0055000000000
CKA,MX,Victoria,2024-11-25 / 2024-12-01,178,18.55%,0.011600000000000000,0.248700000000000000,138148,8278,0.95%,0.39%,270.9220000000000,203.5521000000000
CKA,MX,Carmen,2024-11-25 / 2024-12-01,10,0.00%,0E-18,0.040300000000000000,11817,791,0.65%,1.37%,321.5143000000000,308.5494000000000
CKA,MX,Acapulco,2024-11-25 / 2024-12-01,52,1.69%,0.087500000000000000,0.136500000000000000,72322,4126,0.56%,5.97%,328.1778000000000,283.3754000000000
CKA,MX,Villahermosa,2024-11-25 / 2024-12-01,1659,25.61%,0.034300000000000000,0.317200000000000000,862991,58317,1.39%,0.63%,283.9687000000000,193.8986000000000
CKA,MX,Merida,2024-11-25 / 2024-12-01,949,21.53%,0.055600000000000000,0.300400000000000000,543851,39017,1.29%,0.68%,277.4158000000000,194.0866000000000
CKA,MX,Monclova,2024-11-25 / 2024-12-01,0,-,-,-,2,0,0.00%,-,-,-
CKA,MX,San Juan del Río,2024-11-25 / 2024-12-01,160,25.30%,0.044600000000000000,0.335300000000000000,79319,5876,1.47%,0.70%,345.9584000000000,229.9490000000000
CKA,MX,Colima,2024-11-25 / 2024-12-01,127,5.39%,0.013300000000000000,0.104400000000000000,99853,6083,0.92%,0.33%,282.6655000000000,253.1413000000000
CKA,MX,Tuxtla Gutierrez,2024-11-25 / 2024-12-01,373,12.16%,0.035400000000000000,0.206800000000000000,261157,14865,1.03%,0.83%,272.7979000000000,216.3939000000000
CKA,MX,Guaymas,2024-11-25 / 2024-12-01,0,-,-,-,0,0,-,-,-,-
CKA,MX,Chihuahua,2024-11-25 / 2024-12-01,3127,17.51%,0.031000000000000000,0.240800000000000000,1283738,99552,1.81%,0.65%,285.8799000000000,217.0478000000000
CKA,MX,Cordoba,2024-11-25 / 2024-12-01,120,21.88%,0.014300000000000000,0.261300000000000000,71518,5285,1.21%,0.71%,404.2624000000000,298.6085000000000
CKA,MX,Monterrey,2024-11-25 / 2024-12-01,8189,18.68%,0.033900000000000000,0.264000000000000000,4105975,296450,1.46%,1.05%,307.9675000000000,226.6731000000000
CKA,MX,Nogales(SON),2024-11-25 / 2024-12-01,0,-,-,-,31,0,0.00%,-,-,-
CKA,MX,Xalapa,2024-11-25 / 2024-12-01,61,10.52%,0.010900000000000000,0.155400000000000000,78885,4030,0.61%,4.61%,284.4921000000000,240.2689000000000
CKA,MX,Pachuca,2024-11-25 / 2024-12-01,241,18.53%,0.017800000000000000,0.227500000000000000,137162,9057,1.32%,0.34%,274.3017000000000,211.9073000000000
CKA,MX,Salamanca,2024-11-25 / 2024-12-01,29,11.98%,0.014900000000000000,0.160800000000000000,23495,1577,0.92%,0.47%,339.5267000000000,284.9291000000000
CKA,MX,Uruapan,2024-11-25 / 2024-12-01,0,-,-,-,0,0,-,-,-,-
CKA,MX,Ensenada,2024-11-25 / 2024-12-01,671,15.50%,0.014000000000000000,0.198600000000000000,314622,19847,1.54%,0.85%,279.5464000000000,224.0391000000000
CKA,MX,Campeche,2024-11-25 / 2024-12-01,27,2.52%,0.026100000000000000,0.090100000000000000,36444,1790,0.58%,5.00%,246.3220000000000,224.1271000000000
CKA,MX,Queretaro,2024-11-25 / 2024-12-01,1407,22.46%,0.035000000000000000,0.297100000000000000,777959,51423,1.32%,0.70%,311.4228000000000,218.8968000000000
CKA,MX,Morelia,2024-11-25 / 2024-12-01,961,19.06%,0.015600000000000000,0.243100000000000000,495540,31626,1.40%,0.54%,231.7099000000000,175.3732000000000
CKA,MX,Cancun,2024-11-25 / 2024-12-01,1293,23.99%,0.010100000000000000,0.285000000000000000,661136,45498,1.41%,0.33%,339.4836000000000,242.7373000000000
CKA,MX,Solidaridad,2024-11-25 / 2024-12-01,56,11.00%,0.023800000000000000,0.187300000000000000,40783,2608,1.01%,1.24%,344.4909000000000,279.9849000000000
CKA,MX,Comitan de Dominguez,2024-11-25 / 2024-12-01,0,-,-,-,0,0,-,-,-,-
CKA,MX,Tampico,2024-11-25 / 2024-12-01,967,18.03%,0.046000000000000000,0.267000000000000000,514611,34752,1.37%,0.22%,272.4809000000000,199.7152000000000
CKA,CO,Cúcuta,2024-11-25 / 2024-12-01,4,5.39%,0.009000000000000000,0.272100000000000000,16536,492,0.21%,0.00%,25144.8387000000000,18303.8710000000000
CKA,CO,Medellín,2024-11-25 / 2024-12-01,5699,24.87%,0.036000000000000000,0.354000000000000000,3813185,248717,1.12%,0.79%,53643.5018000000000,34655.8223000000000
CKA,CO,Villavicencio,2024-11-25 / 2024-12-01,0,-,-,-,0,0,-,-,-,-
CKA,CO,Cartagena,2024-11-25 / 2024-12-01,61,15.38%,0.021100000000000000,0.268600000000000000,91905,5379,0.62%,1.61%,43886.7958000000000,32098.0634000000000
CKA,CO,Santa marta,2024-11-25 / 2024-12-01,-,-,-,-,-,-,-,-,-,-
CKA,CO,Cali,2024-11-25 / 2024-12-01,1965,29.05%,0.047300000000000000,0.383700000000000000,1478555,94114,0.99%,1.92%,56497.3796000000000,34818.8920000000000
CKA,CO,Ibagué,2024-11-25 / 2024-12-01,0,-,-,-,0,0,-,-,-,-
CKA,CO,Pereira,2024-11-25 / 2024-12-01,0,-,-,-,0,0,-,-,-,-
CKA,CO,Manizales,2024-11-25 / 2024-12-01,0,-,-,-,0,0,-,-,-,-
CKA,CO,Valledupar,2024-11-25 / 2024-12-01,0,-,-,-,0,0,-,-,-,-
CKA,CO,Bucaramanga,2024-11-25 / 2024-12-01,323,20.54%,0.025100000000000000,0.319600000000000000,200679,15248,1.24%,2.17%,37684.4414000000000,25640.7351000000000
CKA,CO,"Bogotá, D.C.",2024-11-25 / 2024-12-01,8481,25.79%,0.043000000000000000,0.366500000000000000,5403585,315281,1.17%,0.92%,51339.2340000000000,32521.1395000000000
CKA,CO,Barranquilla,2024-11-25 / 2024-12-01,914,21.46%,0.032000000000000000,0.309000000000000000,812261,56343,0.87%,1.00%,45991.8685000000000,31780.3262000000000
CKA,PE,Trujillo,2024-11-25 / 2024-12-01,-,-,-,-,-,-,-,-,-,-
CKA,PE,Arequipa,2024-11-25 / 2024-12-01,-,-,-,-,-,-,-,-,-,-
CKA,PE,Lima,2024-11-25 / 2024-12-01,1580,29.58%,0.045600000000000000,0.393600000000000000,1380200,84638,0.85%,1.02%,57.2770000000000,34.7343000000000
CKA,CR,San Jose,2024-11-25 / 2024-12-01,2316,22.25%,0.030900000000000000,0.286100000000000000,1465792,92727,1.18%,1.38%,9108.3327000000000,6502.1739000000000
CKA,CR,Limon,2024-11-25 / 2024-12-01,-,-,-,-,-,-,-,-,-,-
CKA,CR,Liberia,2024-11-25 / 2024-12-01,-,-,-,-,-,-,-,-,-,-
CKA,MX,Los Mochis-Guasave,2024-11-18 / 2024-11-24,411,15.86%,0.031700000000000000,0.230100000000000000,238158,15296,1.26%,0.92%,278.4870000000000,214.4134000000000
CKA,MX,Monclova,2024-11-18 / 2024-11-24,0,-,-,-,0,0,-,-,-,-
CKA,MX,Campeche,2024-11-18 / 2024-11-24,23,0.35%,0.016200000000000000,0.066400000000000000,36371,1601,0.46%,1.23%,258.8757000000000,241.6800000000000
CKA,MX,Chetumal,2024-11-18 / 2024-11-24,8,5.96%,0.004100000000000000,0.127900000000000000,5916,542,1.03%,6.78%,304.8282000000000,265.8525000000000
CKA,MX,Coatzacoalcos,2024-11-18 / 2024-11-24,49,11.35%,0.025000000000000000,0.172100000000000000,37418,2927,1.00%,0.55%,329.8254000000000,273.0727000000000
CKA,MX,Leon,2024-11-18 / 2024-11-24,924,27.76%,0.047300000000000000,0.367000000000000000,430027,31992,1.56%,0.54%,314.0193000000000,198.7659000000000
CKA,MX,San Luis Potosi,2024-11-18 / 2024-11-24,708,14.07%,0.016800000000000000,0.193500000000000000,345785,24121,1.51%,0.95%,247.7375000000000,199.8042000000000
CKA,MX,La Paz,2024-11-18 / 2024-11-24,147,10.73%,0.021500000000000000,0.166200000000000000,83423,5652,1.28%,0.38%,305.8322000000000,254.9964000000000
CKA,MX,Puerto Vallarta,2024-11-18 / 2024-11-24,142,2.69%,0.006300000000000000,0.069400000000000000,52751,4085,1.99%,0.58%,265.5841000000000,247.1462000000000
CKA,MX,Victoria,2024-11-18 / 2024-11-24,184,19.35%,0.012700000000000000,0.258600000000000000,128894,8037,1.04%,0.68%,271.0292000000000,200.9406000000000
CKA,MX,Celaya,2024-11-18 / 2024-11-24,244,19.64%,0.009700000000000000,0.235300000000000000,152754,10264,1.17%,0.97%,314.9584000000000,240.8511000000000
CKA,MX,Monterrey,2024-11-18 / 2024-11-24,7916,19.10%,0.030400000000000000,0.269200000000000000,4123645,298785,1.40%,0.91%,308.4562000000000,225.4251000000000
CKA,MX,Toluca,2024-11-18 / 2024-11-24,1101,22.06%,0.018200000000000000,0.278100000000000000,726319,48359,1.12%,1.27%,275.5650000000000,198.9219000000000
CKA,MX,Villahermosa,2024-11-18 / 2024-11-24,1610,25.23%,0.034300000000000000,0.317500000000000000,828038,56985,1.40%,0.74%,287.2757000000000,196.0520000000000
CKA,MX,Mexicali,2024-11-18 / 2024-11-24,3888,18.17%,0.026000000000000000,0.243000000000000000,1443675,113042,1.94%,0.47%,311.1479000000000,235.5474000000000
CKA,MX,Carmen,2024-11-18 / 2024-11-24,9,0.00%,0.004500000000000000,0.049800000000000000,12582,832,0.51%,3.12%,343.7561000000000,326.6458000000000
CKA,MX,Mexico City,2024-11-18 / 2024-11-24,13996,20.64%,0.048500000000000000,0.308500000000000000,9401033,611487,1.10%,0.95%,313.6424000000000,216.8964000000000
CKA,MX,Durango,2024-11-18 / 2024-11-24,1662,19.64%,0.029500000000000000,0.248800000000000000,794336,56352,1.54%,1.15%,281.6819000000000,211.5988000000000
CKA,MX,Comitan de Dominguez,2024-11-18 / 2024-11-24,0,-,-,-,0,0,-,-,-,-
CKA,MX,Acapulco,2024-11-18 / 2024-11-24,39,2.38%,0.009600000000000000,0.070800000000000000,52532,2970,0.57%,2.05%,305.0521000000000,283.4634000000000
CKA,MX,Tampico,2024-11-18 / 2024-11-24,955,18.33%,0.046900000000000000,0.275300000000000000,512326,35324,1.36%,0.54%,272.9265000000000,197.7990000000000
CKA,MX,Chihuahua,2024-11-18 / 2024-11-24,3120,17.43%,0.031300000000000000,0.246900000000000000,1274679,98830,1.82%,0.84%,286.9944000000000,216.1493000000000
CKA,MX,Nuevo Laredo,2024-11-18 / 2024-11-24,55,10.14%,0.010800000000000000,0.159800000000000000,50993,2799,0.80%,0.51%,358.1359000000000,300.9152000000000
CKA,MX,Zacatecas,2024-11-18 / 2024-11-24,209,7.03%,0.026800000000000000,0.134600000000000000,95941,7472,1.61%,1.18%,230.5117000000000,199.4855000000000
CKA,MX,Nogales(SON),2024-11-18 / 2024-11-24,0,-,-,-,38,2,0.00%,-,-,-
CKA,MX,Morelia,2024-11-18 / 2024-11-24,905,17.37%,0.017800000000000000,0.236700000000000000,486085,31679,1.36%,0.62%,226.0389000000000,172.5291000000000
CKA,MX,Poza Rica de Hidalgo,2024-11-18 / 2024-11-24,12,22.56%,0.030800000000000000,0.294100000000000000,13400,811,0.73%,6.32%,286.9552000000000,202.5621000000000
CKA,MX,Aguascalientes,2024-11-18 / 2024-11-24,639,27.00%,0.012000000000000000,0.312800000000000000,373988,25196,1.25%,0.94%,285.5292000000000,196.2123000000000
CKA,MX,Tijuana,2024-11-18 / 2024-11-24,1776,17.10%,0.015200000000000000,0.229200000000000000,1021832,67119,1.31%,1.09%,324.0664000000000,249.7913000000000
CKA,MX,Reynosa,2024-11-18 / 2024-11-24,0,-,-,-,0,0,-,-,-,-
CKA,MX,Guaymas,2024-11-18 / 2024-11-24,0,-,-,-,0,0,-,-,-,-
CKA,MX,Navojoa,2024-11-18 / 2024-11-24,30,6.97%,0.024700000000000000,0.161400000000000000,21007,1395,1.09%,1.77%,236.2256000000000,198.0920000000000
CKA,MX,Solidaridad,2024-11-18 / 2024-11-24,54,12.52%,0.018600000000000000,0.197100000000000000,37211,2582,1.08%,0.26%,329.2842000000000,264.3867000000000
CKA,MX,Matamoros,2024-11-18 / 2024-11-24,267,6.54%,0.008100000000000000,0.103400000000000000,219183,12922,0.90%,0.72%,283.0332000000000,253.7632000000000
CKA,MX,Colima,2024-11-18 / 2024-11-24,131,3.89%,0.012900000000000000,0.099600000000000000,105121,6685,0.91%,1.38%,268.4357000000000,241.6905000000000
CKA,MX,Puebla,2024-11-18 / 2024-11-24,2641,24.68%,0.046300000000000000,0.320600000000000000,1419346,97563,1.38%,0.89%,265.5008000000000,180.3859000000000
CKA,MX,Chilpancingo de los Bravo,2024-11-18 / 2024-11-24,-,-,-,-,-,-,-,-,-,-
CKA,MX,Torreon,2024-11-18 / 2024-11-24,999,17.47%,0.033700000000000000,0.250500000000000000,500446,33001,1.49%,1.02%,247.0317000000000,185.1496000000000
CKA,MX,Hermosillo,2024-11-18 / 2024-11-24,1310,19.02%,0.034500000000000000,0.246500000000000000,615535,44457,1.59%,1.01%,279.2345000000000,210.4131000000000
CKA,MX,Jaurez CHIH,2024-11-18 / 2024-11-24,3877,20.22%,0.013600000000000000,0.267800000000000000,1679250,127122,1.71%,0.77%,365.8774000000000,267.9058000000000
CKA,MX,Merida,2024-11-18 / 2024-11-24,882,22.27%,0.044400000000000000,0.300600000000000000,550863,39786,1.20%,1.04%,274.9947000000000,192.3181000000000
CKA,MX,Delicias,2024-11-18 / 2024-11-24,47,11.86%,0.035900000000000000,0.192500000000000000,28171,1614,1.21%,0.60%,295.3591000000000,238.4957000000000
CKA,MX,Valles City,2024-11-18 / 2024-11-24,-,-,-,-,-,-,-,-,-,-
CKA,MX,Tapachula,2024-11-18 / 2024-11-24,5,0.00%,0.003000000000000000,0.054300000000000000,11175,483,0.30%,5.71%,256.5812000000000,242.6415000000000
CKA,MX,Piedras Negras,2024-11-18 / 2024-11-24,-,-,-,-,-,-,-,-,-,-
